Dataset,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32
elb_request_count_8c0756,0.78224206,-1.4331563,1.8567576,1.7027602,-1.5802913,-0.7408234,-1.9448518,1.0811683,2.116042,-2.553276,0.20319411,0.5969415,-2.1431475,-1.3241185,3.4083602,0.05036237,2.2549345,-0.11624245,-0.35709864,1.5855207,1.184705,-0.3067168,0.67474014,2.6657073,-1.625639,-2.9980955,-1.36121,0.3008778,1.427681,1.1016307,-2.1536994,2.213959
exchange-2_cpc_results,2.5622857,-2.6131668,2.309253,2.2273016,-1.5185778,-1.7065619,-3.0607631,1.1979176,3.5943987,-4.0027666,-1.1481102,2.5223167,-3.2061334,-1.7008569,5.778881,0.9531108,2.8034265,0.9631804,0.5086457,1.6921936,2.4568052,-0.9642711,-0.035655163,5.1686726,-2.4226892,-4.1137347,-1.4278728,0.8068588,2.1010728,2.5847483,-2.6298542,2.4425137
exchange-2_cpm_results,2.5818813,-2.727746,2.5635517,2.6639578,-1.6962341,-1.8731449,-3.030871,1.2244492,3.5642614,-4.4233875,-1.2536412,2.8408074,-3.304946,-1.7844044,6.08158,1.0728545,2.9769988,1.296826,0.729673,1.6488125,2.76044,-1.2529975,-0.068685636,5.6383944,-2.5436604,-4.538188,-1.5684705,0.9389706,2.333315,2.957393,-2.8081472,2.5113757
exchange-3_cpc_results,2.0327542,-1.9845421,1.6264417,0.25667855,-0.5283051,-1.5480826,-1.9019176,0.8713627,0.52738756,0.22426854,-2.4319134,2.2730243,-1.2545233,-0.58709425,1.5752428,-0.019811299,0.5325554,1.7143639,2.1072526,0.8253828,-0.78486145,-1.3866299,-1.0038618,3.6051314,-1.2130314,-1.9976023,-1.1869149,2.6028433,-0.4811572,0.3060543,-1.4090828,0.50091064
exchange-3_cpm_results,1.5837722,-1.8294212,1.797474,2.2232692,-1.4551713,-1.0245737,-1.9893734,0.856678,2.2234085,-3.3855155,-0.8646107,2.3023443,-2.148849,-1.0697279,4.4005075,0.9661766,2.07448,1.2251105,0.6072234,1.1013603,2.3673286,-0.96464103,-0.14261529,4.1727777,-1.9054638,-3.5545936,-1.0251315,0.586475,1.8061974,2.645666,-2.0593839,1.64742
exchange-4_cpc_results,1.1980695,-1.5638748,1.5236684,0.2422938,-1.1464124,-0.71188504,-2.152342,0.26151106,1.5844246,-1.5339534,-0.4637582,1.866992,-1.4111277,0.25345418,2.643633,0.8485875,0.755485,0.8246906,1.2521487,1.6745491,0.8480612,-0.112959385,0.011392929,3.4951615,-1.3895122,-1.3686419,-0.4601726,0.88474095,1.1081729,1.6172626,-0.99456424,0.74179894
exchange-4_cpm_results,1.2659801,-1.7027012,1.754044,1.0289621,-1.479357,-0.7775603,-1.8618973,0.28794393,1.9958972,-2.3012516,-0.33223248,1.8014305,-1.6693646,0.045771502,3.363496,0.57327783,0.9042312,0.8370106,1.2117952,1.6140416,1.4629084,0.098037824,-0.11312059,3.7020712,-1.4506489,-2.037866,-0.5974159,0.47393054,1.5052146,1.9126654,-1.5442255,1.188268
grok_asg_anomaly,0.82252985,-0.83927417,0.6984682,0.3747629,-0.8686832,-1.0109776,-0.35083482,0.96700084,-0.37073523,-0.07365454,-0.56827885,0.05029282,-1.5393946,-1.1397873,0.39637387,-0.41438472,0.033376075,0.19921575,0.74245507,0.62388104,0.73844266,-0.56690097,-0.49481577,0.7627468,-0.611934,-1.2361163,-0.93916607,0.06413625,0.320343,0.012916874,-0.93223226,0.87586707
iio_us-east-1_i-a2eb1cd9_NetworkIn,1.0012596,-0.28251824,0.9543524,0.80490637,-0.87574613,-0.72090733,-0.8549783,0.2768977,0.36984834,-0.46006852,-0.22740932,0.90109664,-0.6117896,0.31822667,0.8052308,-0.13786948,0.9115248,0.34973118,0.8400119,0.9974871,-0.107515186,0.0025914423,0.0063200817,2.5157518,-0.28148183,-0.7465883,-0.07746397,1.4999666,0.6635914,0.77314454,-0.38525382,-0.15656422
machine_temperature_system_failure,0.46841988,0.17684236,-1.5581197,0.7281027,0.3859566,-4.188321,-0.9367172,6.6383686,0.72360605,0.09131286,-6.4402227,-0.45619753,-3.4957714,-6.445281,-2.162539,-0.24717252,1.6667527,-1.3680469,-0.17879184,0.5595174,4.6027813,-2.6762626,-0.74814785,0.19893281,-6.058299,-6.7712307,-3.3610308,1.6860956,0.66296387,-0.3221016,-3.8333688,2.6325188
nyc_taxi,0.339602,-0.45211172,1.1785586,0.7149564,-1.4238628,-0.048147537,-1.5575578,1.8273351,1.456741,-1.6029283,-0.14288472,0.25255185,-2.1327386,-1.0107964,1.3402433,-0.18330728,2.009703,-1.2233276,-1.2258172,1.1976374,1.3574206,0.262099,1.119309,1.5464003,-2.0227156,-2.8291132,-1.2486743,0.010944109,0.7741003,0.5984425,-2.4626231,2.1390626
occupancy_6005,1.8735213,-1.2320629,0.68951976,0.32810965,-0.36564326,-2.0955594,-0.7806481,0.99144834,0.16557088,0.444793,-1.7366253,1.4606321,-1.6352042,-1.3836037,0.9380847,-0.49764016,0.742053,1.3243364,1.6619427,0.98425096,-0.57906497,-0.768258,-0.059332736,3.0094397,-0.09208426,-1.7423579,-0.6183731,0.83776176,-0.13322577,0.16102666,-0.30906647,0.20568642
occupancy_t4013,1.9336581,-1.7705703,1.6427971,0.49550915,-0.62927705,-1.6782415,-1.2925338,1.1860983,0.77269655,0.4015446,-1.7919978,0.6477354,-2.0846477,-1.0579998,1.8239739,-0.6123859,0.6693177,0.4745535,1.1015651,0.97149944,-0.81062245,-0.54420865,-0.15831274,2.6009443,-0.6098593,-1.778987,-1.0857788,1.3023397,0.31780678,0.034231745,-1.0551298,1.114961
rds_cpu_utilization_cc0c53,0.08231887,-1.0086578,1.025697,0.30040327,-1.1119813,0.27328977,-1.4530437,0.57198656,1.4899254,-1.5248157,0.034578368,0.829221,-1.3782568,-0.32549435,2.5958903,0.5117119,0.6854026,0.11102322,-0.10609979,1.0700412,1.08048,0.27745548,0.9901652,1.6704626,-1.3194605,-1.7064648,-0.49775967,-0.48476186,1.0340133,1.0491412,-1.1570641,1.3646884
rds_cpu_utilization_e47b3b,-0.97939557,-1.8416578,2.3872888,2.8722463,-3.013472,0.38433954,-1.4356657,1.6841925,1.994351,-4.6820254,-0.31674075,2.315901,-2.7523298,-2.2105198,5.0825906,0.5653894,1.8902067,2.2290363,0.6551109,-0.1303344,3.6591537,-0.3564305,1.0420496,3.187213,-3.1896935,-5.3188524,-0.9482583,-1.443679,2.2952511,1.4860446,-3.3697395,2.7061026
rogue_agent_key_hold,1.4208758,-1.2115682,1.2635131,0.23431668,-1.0017345,-1.1783552,-1.0410167,0.8346962,0.06660213,0.3126267,-1.2448788,0.81874007,-1.3810403,-0.44630283,1.0920687,-0.45687976,-0.031315405,0.7082698,1.6055894,0.8338492,-0.30775264,-0.26782,-0.7666723,2.3991725,-0.43339986,-1.3180838,-0.4121585,1.2974926,0.24524185,-0.029308528,-0.97976416,0.62625647
rogue_agent_key_updown,0.13908595,0.37201083,-0.4919239,0.71286696,-1.2023299,-0.43691957,-0.046184808,0.7664652,-0.8479691,1.1479526,-1.5384755,0.48543626,-1.2129266,-0.8070093,0.17246667,-1.0697032,0.013183467,0.33380413,0.58080983,0.076964945,0.6878275,-1.2930859,-0.17349005,0.26607415,-1.463935,-1.038453,-1.0180514,1.078737,0.24902715,-0.53462046,-0.99613816,0.13342114
speed_6005,1.2989491,-2.1395004,2.202059,1.4018716,-2.2451668,-2.3324444,-1.7380484,1.8418858,1.093124,-1.57216,0.35176092,0.75528866,-2.9735332,-2.0851257,2.7490816,-1.3394878,1.9283643,1.4993994,1.6768751,2.284767,-0.3943123,-0.3458793,-0.20359442,3.5419712,-1.0008571,-3.0452654,-1.281378,1.1240766,0.11285652,-0.6187243,-2.2742887,1.5923094
speed_7578,1.2563115,-0.26205382,0.5296403,1.0625303,-0.8531303,0.26268905,-1.1469479,0.7375491,0.34710643,-0.034965117,-1.8788513,2.472468,0.5855698,1.1039636,0.15877798,0.7425886,0.7562709,1.151148,1.8587024,0.38806432,-0.1362121,0.3489921,-1.7117778,3.901641,-0.81409526,-1.5970469,0.7874645,2.9330242,-0.74782324,0.9551788,-1.2313836,-0.7826619
speed_t4013,0.6589654,-0.0375496,0.44480598,2.1419716,-1.1292189,-1.3857641,0.85826284,2.8024712,-0.14546026,-2.3501651,-0.7003268,1.9089603,0.42427078,0.15766546,-0.086701766,0.3241689,1.2566109,1.6348883,1.9610974,2.0444808,1.3398429,-0.81942934,-0.9622125,4.2951264,-0.9250397,-2.4934428,0.094430745,2.693608,0.34777546,1.569812,-2.0062287,-0.63776964
TravelTime_387,0.73716784,-0.85736316,1.4265044,0.6033797,-0.61198515,-0.9475682,-1.1578405,0.3958307,0.45809042,-0.4046578,-0.2524512,0.0048169717,-1.0189638,-0.43187225,1.3285117,-0.4624434,0.9449626,-0.07528236,0.3785309,0.87706697,-0.48168093,-0.3048844,0.61314005,1.5323675,-0.24545276,-1.108675,-0.5943682,0.7687512,0.8268995,0.32244265,-0.4131411,0.59770536
TravelTime_451,1.2017108,-1.3552274,1.0734904,0.17885385,-0.15750632,-1.1101701,-1.3838663,0.42438838,0.42540988,0.14261572,-1.5210176,1.3210411,-1.0280211,-0.5377697,1.2908777,-0.025682256,0.612034,0.7990688,0.996183,0.56388634,-0.74309725,-0.90006745,-0.04822705,2.2242508,-0.49592054,-1.2833551,-0.75791645,1.370541,0.056846805,0.2052922,-0.36377445,0.15485528
Twitter_volume_AAPL,-0.2605833,-0.8952406,-0.5688933,-0.315312,-0.5819778,-0.6826805,-1.9129134,3.2112691,0.77462506,1.8646564,-4.618985,1.0260961,-3.665362,-3.9920661,-0.26549715,-0.3711887,0.30737144,-0.47088182,-0.8009772,0.11392361,2.1779475,-2.9640405,0.09069043,-1.4253808,-5.16966,-3.835222,-3.216829,1.3046162,-0.5130255,-1.131103,-3.6166384,1.8087082
Twitter_volume_AMZN,0.11444126,0.3178776,-1.0861645,0.04151368,-1.6295677,-2.0738215,-0.41574946,3.5401847,-0.7794558,1.6448095,-3.1726158,-0.08381307,-3.7387867,-3.5522678,-0.76509833,-1.4553181,-0.065056294,-0.27726138,0.6718741,0.6882599,3.0945733,-2.1979356,-0.24906799,0.107568525,-3.922728,-3.7598517,-2.6454105,0.35633448,-0.056850463,-0.51343477,-2.789176,1.8380984
Twitter_volume_CRM,0.34318078,-0.35841656,-0.39923742,0.12186396,-0.9122679,-1.9880173,-1.1498932,3.7851405,-0.13367613,1.2429842,-3.7445965,-0.067243695,-3.5553184,-3.60496,-0.42923105,-1.1753665,0.6479092,-0.4416384,0.15341942,0.51010484,2.267226,-2.4124756,-0.14039314,-0.030329892,-4.1738973,-3.9332128,-2.5108416,1.0036538,-0.06308823,-0.76092017,-2.877965,1.9236902
Twitter_volume_CVS,-0.08956347,-1.0383244,-1.0043062,-1.0724893,-0.088395625,-0.81960005,-1.6318027,3.312446,1.0283009,2.1827912,-4.8435783,1.4886787,-4.043093,-4.1633077,0.10380045,0.28559902,-0.39217645,-0.20449585,-0.7139794,0.12988557,1.8847939,-2.4056656,-0.03860765,-1.0469999,-4.6486907,-3.8172503,-3.1040227,0.61160684,-1.2083,-1.3500099,-3.571782,2.383398
Twitter_volume_FB,-1.5598751,2.044289,-1.0263731,-0.5988537,-2.1371205,-0.05732847,-1.9382149,3.3294237,-0.15165514,1.8283831,-5.5753164,0.62399346,-1.7576566,-2.854295,-1.6534619,-0.36775932,2.124166,0.63884777,-2.7571967,-1.0775504,2.8724911,-1.3687973,0.1608302,-1.4839796,-6.0698414,-4.570927,-2.1474936,1.4593234,2.4787621,-1.0499146,-3.6444762,1.9757566
Twitter_volume_GOOG,0.5402319,-1.1830599,0.64624715,0.048766643,-1.006852,-1.5907631,-2.0046399,3.726682,0.9217684,0.059178025,-3.0234454,0.20066881,-3.8756642,-3.4136095,0.1419602,-0.92184114,1.2035391,-0.9344637,-0.6054459,0.88164544,2.2103398,-1.8920327,0.56930184,0.06630609,-4.204507,-4.1335526,-2.7257497,0.95982534,-0.02422721,-0.69502044,-3.4884443,2.502015
Twitter_volume_IBM,-0.1852392,-0.8533407,0.11932903,-0.4830304,-0.746501,-1.5823225,-1.4737991,3.8300576,1.0855545,0.8196069,-3.2012765,0.18504624,-3.7779055,-3.1071808,0.36866546,-0.3907118,0.4864578,-0.82558674,-0.29783297,0.9099339,1.8323092,-2.0559676,1.1042887,0.3962482,-4.177873,-3.6910706,-2.5373554,1.0717628,0.08278896,-0.765259,-2.9907718,2.3791125
Twitter_volume_KO,-0.14789024,-0.03366809,-0.8491683,-0.26117405,-0.8260899,-1.4539639,-1.218239,3.752706,-0.0068657342,1.8583101,-4.3891616,0.039321914,-2.9378338,-3.399086,-0.77463514,-0.88982844,0.7500733,-0.6532108,-0.16195726,-0.0033744173,1.982547,-2.6095996,0.18171662,-0.44340354,-4.7701283,-3.8898225,-2.188894,1.4755443,0.00410223,-0.89959383,-2.7633443,1.6714711
Twitter_volume_PFE,0.82522935,-0.84851724,-0.024561193,-0.3703455,-1.2389349,-2.0246916,-1.5049134,4.0135894,-0.019448746,1.3078034,-3.184368,0.16379403,-4.218585,-3.946842,-0.52878076,-1.1704888,0.8281521,-0.5088855,0.2928226,1.0654548,1.9303173,-2.081829,0.19096327,0.21754643,-3.970761,-3.9757826,-2.2788873,0.6386121,-0.7060205,-0.8553876,-3.0844274,2.158644
Twitter_volume_UPS,0.0855733,-0.6951481,-1.396345,-0.7566464,-0.7661734,-2.0203488,-1.0225852,3.8109853,0.38325787,2.1967244,-4.1892204,1.3000758,-4.7729397,-4.9334235,-0.49979076,-0.59330076,-0.28089243,-0.06891897,0.0111228665,0.68214804,2.4635882,-2.4902503,-0.0076134466,-0.56684715,-4.224425,-4.3383036,-3.2375307,0.25699252,-1.3697062,-1.5580158,-3.6694648,2.2937207
Yahoo_A1real_1_data,2.00411,-1.8503507,1.9556853,0.7390294,-1.2541595,-2.0254061,-1.6705878,0.7342344,1.327423,-0.9815039,-0.94053346,0.9591667,-2.0139413,-0.34288746,2.2047012,-0.35230532,0.9880167,0.38475424,1.5533344,1.6767931,0.10843666,-0.5329377,-0.4903146,3.580697,-1.0618516,-1.6506251,-0.8438855,1.5335982,1.0250345,0.80578583,-1.2929385,1.1475433
Yahoo_A1real_2_data,0.5151461,0.6124821,-0.271099,0.8581943,-1.7167506,0.982651,-0.35494956,0.5910226,0.33519208,0.3817571,-0.97147036,1.9860511,0.5316449,1.5071436,0.17939825,0.060629126,0.3166921,1.2274483,1.4667034,0.4931887,-0.41204378,1.6555668,-1.1726741,2.8560855,-0.941715,-0.94132745,1.5353581,2.1871583,-0.85602605,0.093734786,-1.4165213,-0.48991856
Yahoo_A1real_3_data,0.015525367,0.8882921,0.73566115,2.8713076,-4.341181,-0.010653059,1.3429457,3.6599965,-1.0452832,-2.6305315,1.4770956,1.8702462,-0.4830963,1.319872,-0.8651317,-2.2555523,0.7150189,1.6723762,2.08665,2.5801785,1.66698,1.4319196,-1.9480263,4.6101375,-0.58064944,-3.5315895,1.7998341,3.1785398,-1.0561284,0.03624904,-4.1150045,-0.8375463
Yahoo_A1real_4_data,1.1026309,-1.2045165,1.1620569,0.38064072,-1.06536,-1.0957891,-1.067307,0.5740465,-0.012799906,-0.30030146,-1.1347859,1.5777514,-0.58040893,0.13372776,0.9327161,-0.0062527135,0.14414185,1.2009779,2.2008576,0.8971755,-0.1652193,-0.82331574,-1.3105994,2.906768,-0.9411759,-1.3574717,-0.32822505,2.1244614,-0.0973469,0.16773926,-1.2909563,0.35942626
Yahoo_A1real_5_data,0.53618884,-1.3641232,1.4040692,1.1790847,-1.4213351,-0.35106605,-1.2684364,0.37727153,1.3269325,-2.2889364,-0.06635332,1.6084135,-1.2020837,-0.03279268,2.9623,0.54817116,0.71647424,0.94838274,1.0516013,1.0936496,1.5242312,-0.033218075,0.09769676,2.9875307,-1.1895878,-2.1070724,-0.53783727,0.25974366,1.2949014,1.5876522,-1.3708435,0.98328274
Yahoo_A1real_6_data,0.3683721,0.14276113,0.7163154,2.2575595,-2.1004043,-0.8652925,0.7089157,2.7680588,-0.49373633,-2.6008084,0.19966327,1.9650564,0.43940818,0.9607672,-0.19208357,-0.054972682,1.0238315,1.7262924,2.2178867,2.3192625,1.4276547,-0.15573491,-1.1531659,4.491215,-0.831521,-2.4066303,0.8895872,2.9976842,0.22312607,1.4429073,-2.2394218,-0.9173622
Yahoo_A1real_7_data,0.9424884,-0.14755839,0.47340018,1.157684,-0.9735619,0.20283403,-1.0561746,0.27597854,0.18007348,0.33607152,-1.4908195,1.5999284,0.27415025,0.89962256,0.19907458,-0.00088011473,0.4862731,0.8137358,1.4968544,0.13200991,-0.05244454,0.09329148,-1.298708,2.6640658,-0.9540415,-1.1023808,0.306477,2.6794324,-0.3695849,0.6088767,-0.8596152,-0.7376879
Yahoo_A1real_8_data,0.85725975,-1.2912837,1.1186194,0.13401881,-0.56132,-1.1012291,-1.845354,-0.0062911217,0.025698243,-0.22929472,-1.5720855,2.28678,-0.37216514,-0.44606018,1.2267042,0.35528064,0.48869312,1.610363,1.6992202,0.26852107,-0.5059468,-1.2593889,-0.57635325,2.7800057,-0.5712444,-1.5629336,-0.5575286,2.028964,-0.10817762,0.20270982,-0.5080744,-0.2626554
Yahoo_A1real_9_data,0.75455624,-1.0684267,1.6793637,0.3802231,-1.180496,0.45962808,-2.1363187,-0.337163,2.3535724,-1.8701594,0.078376964,1.6529126,-0.90795904,0.98761666,2.941818,0.86344194,0.932205,0.20165804,0.75801927,1.812528,0.8724723,0.9515032,1.0448611,3.2982953,-1.494152,-0.9103999,-0.08303511,0.37790987,1.6721543,1.7651174,-0.9325915,0.98194605
Yahoo_A1real_10_data,2.565114,-3.372677,0.89042246,-0.14625579,-4.506712,-2.8411462,-4.5502768,2.2848625,5.3036346,-1.3008666,-1.764537,3.7403185,-4.385433,-3.085412,4.6368275,2.8288488,6.3029494,2.0800328,3.6422029,5.661175,1.135906,-3.8307705,2.8069878,10.36533,-8.471841,-3.2074358,-1.8650963,3.0449374,0.9831413,3.7605848,-0.7831343,2.7774475
Yahoo_A1real_11_data,1.1372869,-0.7958278,1.2175794,0.74850106,-1.2594702,-0.66815984,-0.7582676,0.40320584,0.22697777,-0.8777072,-0.6592724,1.7746038,-0.3669213,0.79282206,0.8822756,0.21749254,-0.0060294336,1.1204406,2.1179883,1.0838071,0.55523103,-0.28383407,-1.3811189,3.125956,-0.7708152,-1.2118348,0.13049074,2.0611975,0.2859557,0.85591,-1.51258,0.16176721
